,tweets,user_name,location,geo,entities,sentiment
111,This hypocrisy and double standards is the reason people don’t comply #Lesotho government directives on COVID-19. T… ,MoMonyake,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
112,"  Obviously Nadler is on it or else is a bigger pos than I imagined, exposing his wife to covid… ",MediumGrace,"Los Angeles, CA",,"[('Nadler', 'PERSON')]","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}"
113,        … ,AbhayMa10070532,India,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
114,"  Hahaha yes,  Trump personally went up and to all those people indavidually and have them Covid.",MblingBrdFrk,"Sacramento, CA",,"[('Hahaha', 'ORG'), ('Trump', 'PRODUCT')]","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.743}"
115, My booking id is NN2019045979654 I have booked return flight ticket from your company and flight got c… ,deepaky23792016,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
116, Kinda digging Dr. Druid in the current COVID-delayed run of Dr. Strange. ,HaroldJ_NEPA,,,"[('Kinda', 'PERSON'), ('Druid', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}"
117,"Les sanctions américaines contre l’Iran ont considérablement diminué les revenus du pays, compliquant aussi toute t… ",Allio_De_Corato,"Paris, France",,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
118,COVID-19 UPDATE: Bilang ng mga gumaling sa virus sa Las Piñas lagpas 500 na! sa kasalukuyan nasa 503 na ang kabuuan… ,DonBuenvenida,💕 Nissin Riño Aceres 💕0530,,"[('Bilang', 'GPE'), ('500', 'CARDINAL'), ('na', 'ORG'), ('sa kasalukuyan', 'PERSON'), ('nasa', 'ORG'), ('503', 'CARDINAL'), ('na ang kabuuan', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
119,"The next time you complain about the rising prices of food, whether at fast food or at the grocery store, know ther… ",GalaxySquires,"Missoulalaland, MT",,[],"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.3612}"
120,3 events of last summer and Covid 19 have probably shaped the current Chelsea situation with an intertwined relatio… ,CfcPbs,"Mumbai,India",,"[('3', 'CARDINAL'), ('last summer', 'DATE'), ('Covid 19', 'FAC'), ('Chelsea', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
121,"🙄🤨🤔🌞😷🌄👋🏞😉😝🤘🎧When The Time Comes, we'll be able to put all this COVID-19 Stuff behind Us;  ",BowyerDamian,Brisbane Qld Australia,,"[('🙄\U0001f928', 'PERSON'), ('Us', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
122,"Kinda over this no working thing , fck COVID 🙄",SkizzyB_,,,"[('Kinda', 'ORG'), ('COVID', 'ORG')]","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.2893}"
123,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,ClaireMedler,"England, United Kingdom",,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
124,•NCC Begins Implementation of Revised Telecoms Service Level Agreements*Private Institutions To Benefit From TETFu… ,olapeckham,"Ikeja, Nigeria",,"[('Implementation of Revised Telecoms Service Level Agreements*Private Institutions To Benefit', 'ORG')]","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}"
125,Conduct last rites of COVID-19 suspects without waiting for test report: Odisha govt to Collectors ,republic,"Mumbai, India",,"[('Odisha', 'PERSON')]","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.34}"
126,"(L'express): #Crise du #Covid-19 : la bataille économique se joue maintenant : Dans un peu moins d'un mois, le gouv… ",titrespresse,,,"[('Crise', 'PERSON'), ('la bataille', 'PERSON'), ('Dans', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
127,negazionisti del covid e negazionisti di calciopoli 1 e 2.Non so chi mi fa piu' pena.E diciamo che in entrambi i… ,dydsix,"Budapest, Hungary",,"[('negazionisti del covid', 'PERSON'), ('calciopoli 1 e', 'FAC'), (""chi mi fa piu'"", 'PERSON'), ('diciamo che', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
128,"Venga, vamos a morirnos de hambre todos. Cuando dejéis de recibir dinerito en vuestros bolsillos cada mes, veréis… ",As_de_Pecas,,,"[('Venga', 'PERSON'), ('cada mes', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
129,"Really scared about tomorrow, if we wake up and half the Phillies have covid we are screwed...😥 I hope this doesn't age well",HippoPlays25,"St Louis, MO",,"[('tomorrow', 'DATE')]","{'neg': 0.186, 'neu': 0.706, 'pos': 0.108, 'compound': -0.2748}"
130, Also please see this document imposing COVID tax on the import of the same. ,Aapka_Neighbour,"Madridejos, España",,"[('COVID', 'ORG')]","{'neg': 0.089, 'neu': 0.764, 'pos': 0.146, 'compound': 0.2263}"
131," Take money out of politics, political leadership will be left for selfless people. Take the billions o… ",danielaremufory,Lagos/Abuja,,"[('billions', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
132,(Mediapart): #Recherche contre le Covid-19: la place de Bill Gates et des #VIP interroge : Bill Gates est devenu un… ,titrespresse,,,"[('Mediapart', 'ORG'), ('Recherche', 'PERSON'), ('de Bill Gates', 'PERSON'), ('Bill Gates', 'PERSON'), ('un', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133, The Dem covid bill send $25 million to the Kennedy Center for the Arts so they wouldn't furlough any… ,Ddgr_Fan_1976,"Texas, USA",,"[('$25 million', 'MONEY'), ('the Kennedy Center for the Arts', 'FAC')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
134,F**k  covid-19!40th Crusell Music Festival 2021 gonna be a blast! Welcome Olli! #crusellmusicfestival… ,Tuomas_Takala,,,"[('Crusell Music Festival 2021', 'ORG'), ('Olli', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.795}"
135,   And after 8 weeks if it hasn't worked? Or a month later we get another wave?,HoldsworthCJ,"Melbourne, Australia",,"[('8 weeks', 'DATE'), ('a month later', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
136, Este gobierno no está gestionando bien el tema covid.....,MaraGarcaJuare2,Sant Just desvern,,"[('gestionando bien el tema covid', 'PERSON')]","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
137,    No cure yet my uncle who lives in a 3rd world country BT… ,SamLatino4Trump,,,"[('3rd', 'ORDINAL'), ('BT', 'ORG')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
138, Whats unbelievable is that you`re complaining that people are reducing the chance (no matter how s… ,prings64,Middle Earth,,[],"{'neg': 0.096, 'neu': 0.642, 'pos': 0.262, 'compound': 0.2732}"
139,Covid 19 da Filiasyona sanki ilk baştaki gibi önem verilmiyor!!Temasli kişiye evinde PCR testi alınmalı ve 14 gün… ,profvefikarica,"İstanbul, Türkiye",,"[('da Filiasyona', 'PERSON'), ('kişiye', 'GPE'), ('14', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
140,Sometimes I remember how Covid-19 ruined everything from me and I start feeling really depressed. But then I realiz… ,nataliamolinaba,,,[],"{'neg': 0.316, 'neu': 0.613, 'pos': 0.071, 'compound': -0.7346}"
141,"Funny how some things can be news. Which really are not they are just him doing his job. But other things, like the… ",juliasilvertop,"Melbourne, Victoria",,[],"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.6597}"
142,     They are taking care of these patients. Are you serious… ,swesterfield1,"Trenton, Ohio",,[],"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
143, I’m just going to this here: ,aeolianD,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
144,Trump and Elon were right. HCQ was the cure for Covid. We’ve all been lied and played for politic gain. Arrests nee… ,luismen1991,"New York, NY",,"[('Trump', 'PRODUCT'), ('Elon', 'PRODUCT'), ('HCQ', 'ORG'), ('Covid', 'PRODUCT')]","{'neg': 0.188, 'neu': 0.614, 'pos': 0.198, 'compound': 0.0772}"
145,Yo ni en tiempos de Covid la dejo de cagar ☹️,KimberlyReyesC4,Moravia / Puntarenas,,"[('Yo ni en tiempos de Covid la dejo de cagar ☹️', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
146,Latin America leads world in COVID-19 cases  ,anadoluagency,Ankara - TURKEY,,"[('Latin America', 'LOC')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
147,   If there is any time in American life when the federal government is su… ,LoveKeithO,,,"[('American', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
148,My new post-Covid hobby will be pretending like I'm recording Cameo greetings on my phone while in public.,kennycity,,,"[('Cameo', 'PERSON')]","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.6908}"
149,$NVAXTexas biotech facility in College Station tapped to mass-produce potential COVID-19 vaccine… ,TOWiU2,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
150,  India’s COVID Mortality rate is the lowest in the world. And that is the statistic which matte… ,7notesndreams,,,"[('India', 'GPE'), ('COVID Mortality', 'ORG')]","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.3818}"
151,"On Mon, July 27th, 596 deaths were reported from Covid in the US per Worldometer. This is 72 higher from last Mon… ",AnonBecauseOf,,,"[('July 27th', 'DATE'), ('596', 'CARDINAL'), ('Covid', 'NORP'), ('US', 'GPE'), ('Worldometer', 'GPE'), ('72', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
152,"So, in my monthly one on one meeting with my manager just before my vacation (directly before COVID took over the c… ",tinksflight,,,"[('monthly', 'DATE'), ('one', 'CARDINAL'), ('COVID', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
153,  I and my kids are up to date on all our vaccinations and get flu shots every year. I'… ,aaronpelly,"Tri-Cities, Washington",,"[('every year', 'DATE')]","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}"
154,Talk about overkill by the government! I get why there’s a 14 day quarantine for people coming back from their holi… ,Wobblegob1,That Middlesbrough,,"[('14 day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
155,"Diario de una dependienta en tiempos de Covid.. -Buenos días, tiene que ponerse la mascarilla-Ay!! es que me agob… ",mppozuelo,Spain,,"[('Diario de una', 'ORG'), ('tiempos de Covid', 'PERSON'), ('tiene que ponerse', 'PERSON'), ('es que', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
156, Pablo Casado pide mando único para combatir el Covid porque llamarlo estado de alarma le haría parecer imbécil...más imbécil.,AndrsGa08263745,,,"[('Pablo Casado', 'PERSON'), ('mando único para', 'ORG'), ('de alarma', 'PERSON'), ('más imbécil', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
157,1st attack dog is out to lay ground work narrative Johnson Hancock et al didn't needlessly kill 1000s 500l care sta… ,Annie17Lois,European Union,,"[('1st', 'DATE'), ('Johnson Hancock', 'PERSON'), ('1000s', 'DATE')]","{'neg': 0.111, 'neu': 0.642, 'pos': 0.247, 'compound': 0.5911}"
158,Please watch before they take it down,ghlinksnews,,,[],"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}"
159,  I wonder how scarcity has increased during COVID and what impact that has had?,ruth_dale,"South West, England",,"[('COVID', 'ORG')]","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}"
160,PCOO Asec. JV Arcena says COVID-19 cases at PCOO main office is now at 22 active cases. Another active case was rec… ,JMAurelioINQ,"Manila, PHL",,"[('PCOO Asec', 'ORG'), ('PCOO', 'ORG'), ('22', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6597}"
161,Bogus - even if Heavens provide Bank Guarantee who will pay Nitu 40-50 Crore if Nitu refuses to give 80% shares to… ,QEBNA,"Kolkata, India",,"[('Heavens provide Bank Guarantee', 'ORG'), ('40-50', 'CARDINAL'), ('80%', 'PERCENT')]","{'neg': 0.055, 'neu': 0.672, 'pos': 0.273, 'compound': 0.6705}"
162,I’m now experiencing why the saying “life comes at you fast” is still a thing. Fuck COVID 🖕,manaclips,,,"[('Fuck COVID', 'PERSON')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}"
163,#CuarentenaEnLaCityDoctor...cuando una persona sale positiva por covid 19 hizo aislamiento y la EPS dio de alta al… ,RosanaAvila9,B,,"[('cuando una', 'PERSON'), ('por', 'ORG'), ('19', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
164,   Kesinlikle aptallik Adamin babasi covid+ ise cocuguna eşine nasil test… ,BOZMOZY,,,"[('Kesinlikle', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
165,VIDEO: Covid-19 and “The Spiderweb of Fear”. American Medical Doctors and Health Experts are being Silenced…… ,IzabelleAslani1,,,"[('“The Spiderweb of Fear”', 'WORK_OF_ART'), ('American Medical Doctors and Health Experts', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
166,Im at that Breakfast buffet i twote about over the weekend and aksafani because covid😫,Wentzello,"Johannesburg | Florida, NY",,"[('Breakfast', 'GPE'), ('the weekend', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
167,  They have already done that one maonth back thats why the person got his money back. Don't… ,SahaBodhisatwa,বাংলা,,"[('one maonth', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
168,hydroxyqlouroquine cures covid FACT!,ernesto_eu_out,,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169, cancer patients were just dumped by the government.  My husbands op was cancelled 3 times during the Covid pan… ,Amandah84044681,,,"[('3', 'CARDINAL'), ('Covid', 'PRODUCT')]","{'neg': 0.378, 'neu': 0.622, 'pos': 0.0, 'compound': -0.8442}"
170,"Demande de patients ""leur employeur respectif à lui et son épouse, Solène Herry, leur réclame un certificat médical… ",Docmemepaspeur,,,"[('Solène Herry', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
171,J’dois aller faire le test du covid là g l’démon,piste01_,Lille,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
172,Kemarin jumlah kasus positif sudah menembus angka psikologis 100 ribu. Tepatnya 100.303.  ,kaltim_post,Balikpapan,,"[('Kemarin jumlah kasus', 'PERSON'), ('menembus', 'ORG'), ('100', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
173,சுப்ரீம் குழுமத்தின் நிர்வாக இயக்குனர் திரு.AMA.SIDDIQ அவர்களுக்கு 2020 ஆம் ஆண்டு சிறந்த சமூக சேவகர் (REAL HEROS OF… ,supremegroups,kuwait,,"[('2020', 'CARDINAL'), ('ஆம்', 'PERSON')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.4648}"
174, See the connection with their deaths and covid 19 ? The Prime Minister Trudeau and Hilliary Clinton are… ,ChownLloyd,,,"[('19', 'CARDINAL'), ('Trudeau', 'PERSON'), ('Hilliary Clinton', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
175,"Covid-19 tally crosses 7,000 mark, two more deaths reported in Indore | Indore News ",indoregranth,"Indore, India",,"[('7,000 mark', 'MONEY'), ('two', 'CARDINAL'), ('Indore | Indore\xa0News', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
176,#CoronaVirusUpdate 🇵🇰Pakistan’s #COVID_19 regional comparison#APPNews #Pakistan #COVID19 #EidUlAdha_Covid19… ,appcsocialmedia,"Islamabad, Pakistan",,"[('🇵', 'PERSON'), ('Pakistan', 'GPE'), '', ('comparison#APPNews #Pakistan #COVID19', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
177,"Think theologically: Your church's relaunch (Lionel Windsor, Mikey Lynch, Andrew Heard). As Covid-19 restrictions b… ",lionelwindsor,"Newtown, Sydney, Australia",,"[('Lionel Windsor', 'PERSON'), ('Mikey Lynch', 'GPE'), ('Andrew Heard', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178,  and a negative covid test needed from one of UAE approved centres &amp; travel insurance sta… ,claral72,Down South,,"[('one', 'CARDINAL'), ('UAE', 'ORG')]","{'neg': 0.19, 'neu': 0.667, 'pos': 0.144, 'compound': -0.2263}"
179, He must confess what he did . We can see now that government hides behind covid 19 and threatening h… ,donald_mufamadi,"Soweto, South Africa",,"[('19', 'CARDINAL')]","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6249}"
180,"El pelotón de la Vuelta a Burgos tiene un hueco, en concreto el dorsal 116 del Israel Start-Up Nation. El equipo de… ",NievesMoya,,,"[('El pelotón de la Vuelta', 'ORG'), ('Burgos', 'GPE'), ('El', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
181,#CoronaVirusUpdate 🇵🇰Pakistan’s #COVID_19 regional comparison#APPNews #Pakistan #COVID19 #EidUlAdha_Covid19… ,appcsocialmedia,"Islamabad, Pakistan",,"[('🇵', 'PERSON'), ('Pakistan', 'GPE'), '', ('comparison#APPNews #Pakistan #COVID19', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182," Didn’t ya hear, they’re all taking HCQ, they aren’t afraid of Covid!",shellyt561,"Texas, USA",,"[('HCQ', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
183,‘That’s Ridiculous.’ How America’s Coronavirus Response Looks Abroad. ,SebastianStinky,,,"[('America', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
184,"Covid-19, this is your last chance to impress me and save yourself from elimination. ",YennAbdullah,"Selangor, Malaysia",,[],"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7964}"
185,   Senza una postilla “[…] IN ASSENZA DI ADEGUATI DPI” in pratica state dicen… ,albiz94,Verona,,"[('pratica', 'GPE'), ('dicen', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
186, TOLONG QUARANTINE KAN SEMUA YANG PERGI NI . KALAU TAKNAK COVID MELANDA SMULAAAAA !!!!!!,byyraraaaaa,,,"[('TOLONG', 'ORG'), ('YANG PERGI NI', 'ORG'), ('COVID', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
187," Also,a Yale doctor.",WillGSmith1,San Diego,,"[('Yale', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
188,Meant to be getting on a plane and heading to New York this week... thank you COVID-19 for ruining a trip 10 years… ,brownand_gold,"Sunshine Coast, Queensland",,"[('New York', 'GPE'), ('this week', 'DATE'), ('10 years', 'DATE')]","{'neg': 0.085, 'neu': 0.809, 'pos': 0.106, 'compound': 0.128}"
189,"Anei aku whakaaro mo te hunga kua hoki mai ki te utu mo ta ratou ake wehenga. Yes those returning for weddings, fun… ",teaokatoa,Kirikiriroa / Hamilton ,,[],"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}"
190,"Me for months of COVID life: Probably I have insomnia because I'm watching tv at night. If I would just read, I'd g… ",lindstorian,"Illinois, USA",,"[('months', 'DATE'), ('COVID', 'ORG'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
191,"भारत में COVID-19 के कुल मामले 14.83 लाख हुए, पिछले 24 घंटे में 47,703 नए केस, 654 की मौत ",TahkikatSmachar,"Uttar Pradesh, India",,"[('14.83', 'CARDINAL'), ('24', 'CARDINAL'), ('47,703 नए केस', 'QUANTITY'), ('654', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,  CDC &amp; WHO have definitely been behind. I'm interested in hearing your theories/evidence on fec… ,PamBaker3,"USA, Love it or GTFOH",,"[('CDC &amp', 'ORG')]","{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.6597}"
193,   Except that it's simply not true that they're just mild:… ,hildabast,,,[],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3252}"
194, 2005 NIH said chloroquine kills SARS-COVID.,RichardCkark,"Athens, AL",,"[('2005', 'DATE'), ('NIH', 'ORG')]","{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}"
195,Agree with AndrewPlus 1: establishments can just as easily insist on Covid app checkin as they can on possessing… ,lancewiggs,Auckland,,"[('AndrewPlus 1', 'ORG'), ('Covid', 'PRODUCT')]","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.5994}"
196, This started with an attack of the elderly and the pro maskers need reminding of this. Instead of pointi… ,EdersonsArmy,United Kingdom,,[],"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}"
197,"Bagmana tingkat akurasi tes swab sih? Ini si Wawali dinyatakan positif covid setelah swab bbrp hr lalu. Nah, sekara… ",efrindu,"Surakarta, Jawa Tengah",,"[('Bagmana tingkat akurasi', 'ORG'), ('tes swab sih', 'PERSON'), ('Ini', 'PERSON'), ('Wawali', 'PERSON'), ('hr lalu', 'PERSON'), ('Nah', 'PERSON')]","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}"
198,This is a prime example of everything that is wrong when things are done in a rush with little oversight. Apparentl… ,m_saakyan,"Los Angeles, California, USA",,"[('Apparentl', 'NORP')]","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}"
199,Read the thread on control data from Num 10 on Covid-19 Cummings mates who sat in on SAGE Data mining firm UK and… ,mmaher70,brighton,,"[('Num 10', 'EVENT'), ('Cummings', 'ORG'), ('SAGE Data', 'ORG'), ('UK', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
200,Daniel Andrews says he has no confidence in Victoria's private aged care Covid-19 response ,spiritgateoz,Australia,,"[('Daniel Andrews', 'PERSON'), ('Victoria', 'GPE')]","{'neg': 0.112, 'neu': 0.558, 'pos': 0.33, 'compound': 0.6486}"
201,i swear the COVID test gets worse and worse everytime 🥴,megan_lawrencex,"England, United Kingdom",,"[('COVID', 'ORG')]","{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.7506}"
202, why are you advertising that a pet cat has been tested positive for COVID-19?  There is too much animal cr… ,sheilabrownowl,Worcestershire,,[],"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}"
203,Behavioral Health Software Market: High Demand for Mental Health in COVID-19 Pandemic by Prasad Shelke… ,health_care_new,India,,[],"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.128}"
204,,soskolsky,"Cullercoats,Newcastle, England",,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
205,Can Restaurants Survive Shutting Down Again? ,MHSConsultancy,#LovinLeeds,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
206, लखनऊ विश्वविद्यालय द्वारा आयोजित होने वाली बीएड परीक्षा का सेंटर 200-300km दूर बनाया जा रहा है।।।ऐसे… ,PankajV88697334,"Allahabad, India",,"[('सेंटर 200-300km', 'MONEY'), ('बनाया', 'LAW')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
207,Our leadership might have missed a trick here: Russians report the number of people who recovered from Covid in one… ,NickJonsson1,Glasgow,,"[('Russians', 'NORP'), ('Covid', 'PRODUCT')]","{'neg': 0.164, 'neu': 0.773, 'pos': 0.063, 'compound': -0.2732}"
208,"Amerikaanse artsen tijdens persconferentie: “we have a cure to COVID-19, it’s hydroxychloroquine, azithromycin and… ",Saloemie,"Amsterdam, Nederland",,"[('artsen tijdens', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
209,American Doctors Address COVID-19 Misinformation with SCOTUS Press Conference  #BitChute,SamuellClair,,,"[('American Doctors Address COVID-19 Misinformation', 'ORG'), ('SCOTUS Press Conference', 'ORG'), ('BitChute', 'PRODUCT')]","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}"
210,Frontline Physicians Aim to Dispel ‘Massive’ COVID-19 ‘Disinformation Ca...  via ,TrishaLFadeff,"Arizona, USA",,"[('Frontline', 'ORG'), ('Disinformation Ca', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,,FinchleyCentra1,,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
212,Imagine hiring a group of young medical doctors to work at a call center to address Covid concerns then you still d… ,GasKip_,Bougie,,"[('Covid', 'PRODUCT')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
213,The Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disruptions and… ,Stacey15x,,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8402}"
214,Please signThe Secretary of State for Health Matt Hancock: Stop unnecessary cancer deaths caused by the COVID disr… ,Glo_Thienel,,,"[('State', 'ORG'), ('Matt Hancock', 'PERSON'), ('COVID', 'ORG')]","{'neg': 0.276, 'neu': 0.628, 'pos': 0.096, 'compound': -0.6486}"
215,Pemerintah telah menetapkan program Pemulihan Ekonomi Nasional (PEN) dengan berbagai kebijakan menyasar masyarakat… ,setkabgoid,Jakarta,,"[('Pemerintah', 'ORG'), ('Pemulihan Ekonomi Nasional', 'ORG'), ('PEN', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216," Acaban de subir los datos sobre el covid; solo el municipio tuvo 29 casos, creo que debería de impleme… ",playeron503,"Santa Tecla, El Salvador",,"[('Acaban', 'NORP'), ('29', 'CARDINAL'), ('casos', 'ORG'), ('que debería de impleme', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
